Defect count,Defect ratio,Resistance (R0)
0.0,0.0,1.5018369049810625
10.0,0.0004925865720900449,1.5047280627655462
20.0,0.0009851731441800897,1.5077121636196158
30.0,0.0014777597162701345,1.51065534671149
40.0,0.0019703462883601795,1.513580097090686
50.0,0.0024629328604502242,1.5164594879629305
60.0,0.002955519432540269,1.5193916443133413
70.0,0.0034481060046303138,1.5223646320106639
80.0,0.003940692576720359,1.5253581146293953
90.0,0.004433279148810403,1.5283354673020124
100.0,0.0049258657209004485,1.5313324773307286
110.0,0.005418452292990493,1.5342972493802771
120.0,0.005911038865080538,1.5374021323152287
130.0,0.006403625437170582,1.5403979401013044
140.0,0.0068962120092606275,1.5435314092222896
150.0,0.007388798581350673,1.5464567962637035
160.0,0.007881385153440718,1.5495350645168606
170.0,0.008373971725530761,1.5526578603148036
180.0,0.008866558297620807,1.5556567819221396
190.0,0.009359144869710852,1.5588087970305096
200.0,0.009851731441800897,1.5619188784780833
210.0,0.010344318013890942,1.565041261518295
220.0,0.010836904585980986,1.568152747708648
230.0,0.01132949115807103,1.571267058261829
240.0,0.011822077730161076,1.5746020922164743
250.0,0.012314664302251121,1.5777930201519612
260.0,0.012807250874341165,1.5810888793721238
270.0,0.01329983744643121,1.5845145348691272
280.0,0.013792424018521255,1.5876718088847759
290.0,0.0142850105906113,1.5909515790762743
300.0,0.014777597162701345,1.5943258715652149
310.0,0.015270183734791389,1.597620166719457
320.0,0.015762770306881436,1.6009479125118002
330.0,0.016255356878971478,1.6043544131033989
340.0,0.016747943451061523,1.6075803471396917
350.0,0.017240530023151568,1.610727984571044
360.0,0.017733116595241613,1.6139458350750924
370.0,0.01822570316733166,1.6172929804714116
380.0,0.018718289739421703,1.6205997861761654
390.0,0.01921087631151175,1.6242499630485876
400.0,0.019703462883601794,1.6277325803368332
410.0,0.02019604945569184,1.6309699497332613
420.0,0.020688636027781884,1.6344895354034688
430.0,0.021181222599871926,1.6377121117561664
440.0,0.02167380917196197,1.641126937955303
450.0,0.022166395744052016,1.6444338232624944
460.0,0.02265898231614206,1.6479917381648062
470.0,0.023151568888232107,1.6516349064512288
