Defect count,Defect ratio,Resistance (R0)
0.0,0.0,1.5018369049810636
10.0,0.0004925865720900449,1.5047879533393946
20.0,0.0009851731441800897,1.5077815247591846
30.0,0.0014777597162701345,1.5107485427030798
40.0,0.0019703462883601795,1.513689671326664
50.0,0.0024629328604502242,1.5166619296030077
60.0,0.002955519432540269,1.5196948805150334
70.0,0.0034481060046303138,1.5226565812551975
80.0,0.003940692576720359,1.525775088322304
90.0,0.004433279148810403,1.5287923736357898
100.0,0.0049258657209004485,1.5318754964437686
110.0,0.005418452292990493,1.5349172770115211
120.0,0.005911038865080538,1.5380944471466111
130.0,0.006403625437170582,1.5411004338222418
140.0,0.0068962120092606275,1.544314194722687
150.0,0.007388798581350673,1.5474424813912195
160.0,0.007881385153440718,1.5505797496505758
170.0,0.008373971725530761,1.553631892006999
180.0,0.008866558297620807,1.556900369439774
190.0,0.009359144869710852,1.5602937435000077
200.0,0.009851731441800897,1.5635348674592235
210.0,0.010344318013890942,1.5667269974618085
220.0,0.010836904585980986,1.5700367060512308
230.0,0.01132949115807103,1.5730247059557365
240.0,0.011822077730161076,1.5762255155157394
250.0,0.012314664302251121,1.5794551624593025
260.0,0.012807250874341165,1.5826417376161164
270.0,0.01329983744643121,1.586003553188658
280.0,0.013792424018521255,1.5894548445972487
290.0,0.0142850105906113,1.592774507429045
300.0,0.014777597162701345,1.5962091596046948
310.0,0.015270183734791389,1.5996182838750679
320.0,0.015762770306881436,1.6030745490535838
330.0,0.016255356878971478,1.6064336130086279
340.0,0.016747943451061523,1.6099245933655513
350.0,0.017240530023151568,1.6134345536408858
360.0,0.017733116595241613,1.6168838323777581
370.0,0.01822570316733166,1.6202243592607
380.0,0.018718289739421703,1.6235016248710739
390.0,0.01921087631151175,1.627036219383886
400.0,0.019703462883601794,1.6304776193458363
410.0,0.02019604945569184,1.6339381653380707
420.0,0.020688636027781884,1.6372760889191036
430.0,0.021181222599871926,1.640629136667851
440.0,0.02167380917196197,1.644152496998352
450.0,0.022166395744052016,1.647550176995152
460.0,0.02265898231614206,1.6509397299154682
470.0,0.023151568888232107,1.6544050116401094
480.0,0.023644155460322152,1.6578282307384777
490.0,0.024136742032412197,1.6616465806902092
500.0,0.024629328604502242,1.665324484968545
510.0,0.025121915176592288,1.6689108026034163
520.0,0.02561450174868233,1.672547367693595
530.0,0.026107088320772374,1.675943524177027
540.0,0.02659967489286242,1.6793982651731099
550.0,0.027092261464952465,1.6831673896447197
560.0,0.02758484803704251,1.6870676540701965
570.0,0.028077434609132555,1.690777472007791
580.0,0.0285700211812226,1.6946014424992213
590.0,0.029062607753312646,1.698803132966472
600.0,0.02955519432540269,1.702637157129439
610.0,0.030047780897492736,1.706496988287464
620.0,0.030540367469582778,1.7102606738649693
630.0,0.031032954041672823,1.7141215019099845
640.0,0.03152554061376287,1.717660421288415
650.0,0.03201812718585292,1.7216946653620533
660.0,0.032510713757942955,1.725301465392877
670.0,0.033003300330033,1.7291437422903035
680.0,0.033495886902123045,1.7326952212586748
690.0,0.03398847347421309,1.7363679214183874
700.0,0.034481060046303136,1.7399840479120563
710.0,0.03497364661839318,1.743704865094537
720.0,0.035466233190483226,1.7473732580864905
730.0,0.03595881976257327,1.751024437344578
740.0,0.03645140633466332,1.755045687344225
750.0,0.03694399290675336,1.758961615864875
760.0,0.03743657947884341,1.7631292720790306
770.0,0.03792916605093345,1.7676408398104673
780.0,0.0384217526230235,1.7715002995219835
790.0,0.03891433919511354,1.7756198152530014
800.0,0.03940692576720359,1.7794726362555655
810.0,0.03989951233929363,1.7834912548436328
820.0,0.04039209891138368,1.7877926704649243
830.0,0.04088468548347372,1.7914331580067342
840.0,0.04137727205556377,1.795785053735429
850.0,0.04186985862765381,1.7998120491214835
860.0,0.04236244519974385,1.8038624217627204
870.0,0.0428550317718339,1.807935700963926
880.0,0.04334761834392394,1.8122375273328277
890.0,0.04384020491601399,1.8167019302939398
900.0,0.04433279148810403,1.8207189547991987
910.0,0.04482537806019408,1.8253880909232159
920.0,0.04531796463228412,1.829680749866191
930.0,0.04581055120437417,1.833897131932955
940.0,0.046303137776464214,1.8383139021817156
950.0,0.04679572434855426,1.8425631571511867
960.0,0.047288310920644304,1.8467435516424724
970.0,0.04778089749273435,1.850939912927166
980.0,0.048273484064824394,1.8552491307709
990.0,0.04876607063691444,1.8596117569766293
1000.0,0.049258657209004485,1.864067627593738
1010.0,0.04975124378109453,1.8686096437618571
1020.0,0.050243830353184575,1.8728424546988662
1030.0,0.05073641692527462,1.877875435525448
1040.0,0.05122900349736466,1.8825629302087346
1050.0,0.051721590069454704,1.8876284813283124
1060.0,0.05221417664154475,1.892315413610138
1070.0,0.052706763213634794,1.8965021264787119
1080.0,0.05319934978572484,1.9010564088688815
1090.0,0.053691936357814884,1.9057955656697507
1100.0,0.05418452292990493,1.910834662086017
1110.0,0.054677109501994975,1.9154108979673279
1120.0,0.05516969607408502,1.9198853693214246
1130.0,0.055662282646175065,1.9249149376623984
1140.0,0.05615486921826511,1.9298009004994283
1150.0,0.056647455790355156,1.9344593080058927
1160.0,0.0571400423624452,1.9393691349815387
1170.0,0.057632628934535246,1.9445435383752838
1180.0,0.05812521550662529,1.9497305829271558
1190.0,0.058617802078715336,1.9543940061444687
1200.0,0.05911038865080538,1.958794084670866
1210.0,0.05960297522289543,1.964363013628531
1220.0,0.06009556179498547,1.9696466914845951
1230.0,0.06058814836707551,1.9748448973150452
